ID	Target	Tweet	Stance	Date
46	machines	Texas Voting Machine Malfunction	AGAINST	2018-10-26 19:15:11
47	machines	Texas voting machines changing straight-party selections	FAVAGAINSTOR	2018-10-26 00:38:32
48	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
49	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
50	machines	Texas Voting Machines Changing Straight-Party Votes	AGAINST	2018-10-26 15:24:06
51	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
52	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
53	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
54	machines	Texas voting machines charging votes	AGAINST	2018-10-26 22:03:27
55	machines	Texas Voting Machines Are Changing Votes For Beto O'Rourke To Ted Cruz POLITICUSUSA	AGAINST	2018-10-26 22:02:58
56	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
57	machines	Texas Voting Machines Now	AGAINST	2018-10-26 21:58:54
58	machines	Texas Voting Machine Malfunction Changing O'Rourke Votes To Cruz UnitedStates	AGAINST	2018-10-26 21:58:23
59	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
60	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
61	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
62	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
63	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
64	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
65	machines	Texas voting machines future is in hand	AGAINST	2018-10-26 21:46:18
66	machines	Texas voting machines switching votes	AGAINST	2018-10-26 21:45:19
67	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
68	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
69	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
70	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
71	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
72	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
73	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
74	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
75	machines	Democratic voters must speak against voter suppression Texas voting machines changing straight-party selections DNC and in TX	FAVOR	2018-10-26 21:21:29
76	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
77	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
78	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
79	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
80	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
81	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
82	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
83	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
84	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
85	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
86	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
87	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
88	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
89	machines	Texas voting machines VOTER TRIES VOTE FOR DEM AGAIN	AGAINST	2018-10-26 20:53:46
90	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
91	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
92	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
93	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
94	machines	Texas Voting Machine Malfunction	AGAINST	2018-10-26 19:15:11
95	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
96	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
97	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
98	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
99	machines	Texas Voting Machines Are Changing Votes For Beto O'Rourke To Ted Cruz	AGAINST	2018-10-26 20:47:30
100	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
101	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
102	machines	Texas Voting Machines Are Changing Votes For Beto O’Rourke To Ted Cruz	AGAINST	2018-10-26 20:44:17
103	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
104	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
105	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
106	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
107	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
108	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
109	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
110	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
111	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
112	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
113	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
114	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
115	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
116	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
117	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
118	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
119	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
120	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
121	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
122	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
123	machines	Texas Voting Machines Changing Straight-Party Selections	AGAINST	2018-10-26 19:55:42
124	machines	Texas voting machines	AGAINST	2018-10-26 00:47:02
125	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
126	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
127	machines	Texas has voting machines changing from Beto to Cruz	AGAINST	2018-10-26 19:50:41
128	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
129	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
130	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
131	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
132	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
133	machines	Texas voting machines	AGAINST	2018-10-26 00:47:02
134	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
135	machines	Texas voting machines changing straight-party selections tytlive	AGAINST	2018-10-26 19:35:19
136	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
137	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
138	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
139	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
140	machines	TexasVotes VoterSuppression electiontampering CruzFraud Beto4Texas Texas voting machines changing straight-party selections	AGAINST	2018-10-26 19:25:19
141	machines	machines are erroneously or selecting Senate candidate at changing straight-party selections on ballots Texas voting machines changing straight-party selections to include candidate from opposite party	AGAINST	2018-10-26 19:23:12
142	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
143	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
144	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
145	machines	Texas voting machines	AGAINST	2018-10-26 00:47:02
146	machines	Texas Voting Machine Malfunction	AGAINST	2018-10-26 19:15:11
147	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
148	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
149	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
150	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
151	machines	Texas voting machines	AGAINST	2018-10-26 00:47:02
152	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
153	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
154	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
155	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
156	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
157	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
158	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
159	machines	Texas voting machines	AGAINST	2018-10-26 00:47:02
160	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
161	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
162	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
163	machines	Texas is complaining of problems with machines	AGAINST	2018-10-26 18:35:41
164	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
165	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
166	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
167	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
168	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
169	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
170	machines	Texas voting machines in nutshell	FAVOR	2018-10-26 18:24:08
171	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
172	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
173	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
174	machines	Texas voting machines reversing voters	AGAINST	2018-10-26 18:17:38
175	machines	Texas voting machines	AGAINST	2018-10-26 00:47:02
176	machines	Texas voting machines are changing votes to voters	AGAINST	2018-10-26 18:10:20
177	machines	Texas knew about voting machines switching votes	AGAINST	2018-10-26 18:06:54
178	machines	Texas voting machine issues	AGAINST	2018-10-26 03:45:57
179	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
180	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
181	machines	Texas voting machines	AGAINST	2018-10-26 00:47:02
182	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
183	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
184	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
185	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
186	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
187	machines	Texas voting machines changing selections to Republican Use cellphones to take pic of ballot before you put in machine	AGAINST	2018-10-26 17:23:07
188	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
189	machines	⁦ ⁩ is getting votes Texas voting machines changing straight-party selections	AGAINST	2018-10-26 17:19:42
190	machines	Texas voting machines changing selection to vote for Cruz	AGAINST	2018-10-26 17:15:19
191	machines	texas voting machines	NONE	2018-10-26 04:34:04
192	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
193	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
194	machines	Texas voting machines are changing votes to Ted Cruz	AGAINST	2018-10-26 17:01:04
195	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
196	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
197	machines	votes being flipped in TEXAS Texas voting machines changing straight-party selections	AGAINST	2018-10-26 16:49:25
198	machines	Texas is on ROLL	NONE	2018-10-26 16:45:36
199	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
200	machines	Texas voting machines changing straight-party votes	AGAINST	2018-10-26 16:44:49
201	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
202	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
203	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
204	machines	Texas Is Turning Blue	AGAINST	2018-10-26 16:33:06
205	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
206	machines	Texas voting machines changing straight-party selections Hill ⁦ ⁩	AGAINST	2018-10-26 16:30:10
207	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
208	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
209	machines	Texas pay attention at machine	NONE	2018-10-26 16:18:27
210	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
211	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
212	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
213	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
214	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
215	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
216	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
217	machines	Texas voting machines changing straight-party selections | TheHill	AGAINST	2018-10-26 15:54:55
218	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
219	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
220	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
221	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
222	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
223	machines	WHAT IS BEING DONE ABOUT VOTER FRAUD Texas voting machines changing straight-party selections	AGAINST	2018-10-26 15:46:00
224	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
225	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
226	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
227	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
228	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
229	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
230	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
231	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
232	machines	Texas voting machines are designed and prone to user error that can result in inaccurate ballots	AGAINST	2018-10-26 15:30:20
233	machines	Texas Voting Machines Changing Straight-Party Votes	AGAINST	2018-10-26 15:24:06
234	machines	Texas voting machines selecting Ted Cruz you select Democratic Party Straight Party option	AGAINST	2018-10-26 15:26:50
235	machines	Texas Voting Machines Changing Straight-Party Votes	AGAINST	2018-10-26 15:24:06
236	machines	texas is not glitch in error	AGAINST	2018-10-26 15:13:45
237	machines	Texas voting machines changing straight ticket votes NONE OF YOU SHOULD BE VOTING TICKET	AGAINST	2018-10-26 15:13:29
238	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
239	machines	BetoDaysAreComing Texas Ck correction Texas voting machines changing Beto votes for Cruz	AGAINST	2018-10-26 14:34:37
240	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
241	machines	Texas voting machines	AGAINST	2018-10-26 00:47:02
242	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
243	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
244	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
245	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
246	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
247	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
248	machines	Texas voting machines changing Beto votes to Cruz	AGAINST	2018-10-26 12:11:09
249	machines	Texas is having machine	AGAINST	2018-10-26 12:03:39
250	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
251	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
252	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
253	machines	Texas BAKED IN voter fraud	NONE	2018-10-26 11:50:36
254	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
255	machines	Texas voting machines are changing senate choice for Democrat straight party votes from Beto O’Rourke to Ted Cruz	AGAINST	2018-10-26 11:39:01
256	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
257	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
258	machines	Ted Cruz is selected as vote for senator Texas voting machines changing straight-party selections	AGAINST	2018-10-26 11:20:57
259	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
260	machines	Texas voting machines changing straight ticket votes	AGAINST	2018-10-26 10:39:41
261	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
262	machines	Texas voting commission has known about this for years	AGAINST	2018-10-26 10:13:38
263	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
264	machines	Texas voting machines	AGAINST	2018-10-26 00:47:02
265	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
266	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
267	machines	Texas voting and are changing votes	NONE	2018-10-26 04:55:14
268	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
269	machines	Texas says user error	NONE	2018-10-26 04:42:39
270	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
271	machines	texas voting machines	AGAINST	2018-10-26 04:34:04
272	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
273	machines	Texas voting machines are changing votes from to Republican	AGAINST	2018-10-26 04:21:24
274	machines	machines are changing votes from to Republican Texas check ballots	AGAINST	2018-10-26 04:19:51
275	machines	Texas voting machines are set do default to Ted Cruz	AGAINST	2018-10-26 04:13:17
276	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
277	machines	Texas voting machines rigged for Lying Ted	AGAINST	2018-10-26 04:05:32
278	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
279	machines	Texas voting machine issues	AGAINST	2018-10-26 03:45:57
280	machines	Texas Voting Machines Election2018	AGAINST	2018-10-26 03:38:25
281	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
282	machines	Texas voting is having issues then TexasVotes is in trouble & shouldn’t be valid unless Texas machines are in proper working order and can be validated	AGAINST	2018-10-26 03:22:37
283	machines	reports being changed to D Texas voting machines	NONE	2018-10-26 03:21:36
284	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
285	machines	Texas heads on machines	AGAINST	2018-10-26 03:19:20
286	machines	Texas voting machines dad was computer programmer	AGAINST	2018-10-26 03:04:44
287	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
288	machines	Texas voting machine screw-ups	AGAINST	2018-10-26 02:52:24
289	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
290	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
291	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
292	machines	Texas voting machines	AGAINST	2018-10-26 00:47:02
293	machines	Texas voting machines changing straight-party selections	AGAINST	2018-10-26 00:38:32
294	machines	texas being Texas	NONE	2018-10-26 00:28:13
295	machines	eHart voting machines were brought into use at turn of century Texas is in desperate need to modernize election systems	AGAINST	2018-10-25 17:23:08
296	machines	Texas Voting on Hart eSlate Machines	AGAINST	2018-10-24 22:06:27
297	machines	Texas check ballots	NONE	2018-10-23 23:16:41
298	machines	Texas has had BLUE district turned RED in recent election	NONE	2018-10-15 13:59:41
299	machines	EL PASO 3RD FL COURT HOUSE VOTING MACHINES	AGAINST	2018-10-15 03:00:10
300	machines	FRAUD VOTING MACHINES TEXAS FAIL pass BILLS	AGAINST	2018-10-10 14:21:03
301	machines	Texas would have fair elections then Raphael Cruz would lose	NONE	2018-10-10 00:21:43
302	machines	Texas is red because of voter suppression	NONE	2018-10-09 09:26:20
303	machines	Machines Are Changing Votes For Beto O'Rourke To Ted Cruz	AGAINST	2018-10-26 23:58:53
304	machines	Machines Are Changing Votes For Beto O’Rourke To Ted Cruz strip voting rights Democratic voters and close polling places in minority neighborhoods	AGAINST	2018-10-26 23:58:20
305	machines	Double check ballot machines are switching votes when people vote straight party	AGAINST	2018-10-26 23:54:10
306	machines	machines recording wrong votes in Texas & Georgia What is being done to correct	AGAINST	2018-10-26 23:46:47
307	machines	machines are changing votes of voters to opposite candidate	AGAINST	2018-10-26 23:43:51
308	machines	Machines Are Changing Votes For Beto O'Rourke To Ted Cruz POLITICUSUSA	AGAINST	2018-10-26 21:12:54
309	machines	Double check votes machines are or removing voters	FAVOR	2018-10-26 23:43:44
310	machines	machines are changing votes from blue to red	AGAINST	2018-10-26 23:09:54
311	machines	machines are stealing votes in Texas	AGAINST	2018-10-26 23:35:37
312	machines	machines are switching votes	AGAINST	2018-10-26 16:41:22
313	machines	machines are switching votes	AGAINST	2018-10-26 16:41:22
314	machines	machines are switching votes to Cruz	AGAINST	2018-10-26 23:30:27
315	machines	Machines Are Changing Votes For Beto O’Rourke To Ted Cruz	AGAINST	2018-10-26 20:41:40
316	machines	machines were changing votes for Kerry into votes for Bush	AGAINST	2018-10-26 23:26:32
317	machines	machines are changing votes	AGAINST	2018-10-26 10:26:28
318	machines	Machines Are Changing Votes For Beto O’Rourke To Ted Cruz	AGAINST	2018-10-26 20:41:40
319	machines	Machines Are Changing Votes For Beto O’Rourke To Ted Cruz	AGAINST	2018-10-26 20:41:40
320	machines	machines are flipping votes in Texas	AGAINST	2018-10-26 23:15:47
321	machines	Machines Are Changing Votes For Beto O'Rourke To Ted Cruz POLITICUSUSA	AGAINST	2018-10-26 21:12:54
322	machines	machines are recording Democratic votes as votes for Ted Cruz	AGAINST	2018-10-26 23:11:48
323	machines	machines are changing votes from blue to red	AGAINST	2018-10-26 23:09:54
324	machines	Machines Switching Democratic Votes to Ted Cruz machines may glitch	AGAINST	2018-10-26 23:09:05
325	machines	Machines are changing votes to Ted Cruz	AGAINST	2018-10-26 23:06:55
326	machines	machines are changing votes from Democrat to Republican	AGAINST	2018-10-26 04:12:37
327	machines	machines are changing votes to Cruz votes	AGAINST	2018-10-26 23:02:13
328	machines	machines are changing votes from to Republican	AGAINST	2018-10-26 04:22:17
329	machines	machines change vote on straight ticket	AGAINST	2018-10-26 22:58:05
330	machines	machines are flipping votes	AGAINST	2018-10-26 05:02:11
331	machines	machines are not correctly votes	AGAINST	2018-10-26 22:54:26
332	machines	machines switching votes on icket choices	AGAINST	2018-10-26 22:49:40
333	machines	Machines Are Switching Votes when Do we need more evidence PAPER HAND-MARKED BALLOTS	AGAINST	2018-10-26 22:45:17
334	machines	Machines Are Changing Votes For BetoORourke To LierTedCruz ⁦ ⁩ VoteBlueToEndThisNightmare	AGAINST	2018-10-26 22:40:39
