ID	Target	Tweet	Stance	Origin	Total	Origin_ID
11	maga		NONE		6	1_google_6
12	wwg1wga	Start the conversation about healthy and unhealthy relationships with a young person in discussion guide you can use to easily jump start the conversation 	AGAINST	Start the conversation about healthy and unhealthy relationships with a young  person in ... discussion guide you can use to easily jump start the conversation.	6	2_google_1
13	wwg1wga	Feb 16 2016 12 minWhen your job hinges on how well you talk to people you learn a lot about how to have 	NONE	Feb 16, 2016 - 12 minWhen your job hinges on how well you talk to people, you learn a lot about how to have ...	6	2_google_2
14	wwg1wga	Mar 24 2014 Here are five key things that will put us on the right track It probably felt like they were having a conversation with themselves and you just 	AGAINST	Mar 24, 2014 ... Here are five key things that will put us on the right track: ... It probably felt like  they were having a conversation with themselves and you just ...	6	2_google_3
15	wwg1wga	Mar 20 2017 Did you know small talk can actually make you happier and smarter Dr Gillian Sandstrom a psychologist at the University of Essex noticed that just saying With all those benefits why do so many of us dread small talk 	AGAINST	Mar 20, 2017 ... Did you know small talk can actually make you happier and smarter? ... Dr.  Gillian Sandstrom, a psychologist at the University of Essex, noticed that “just  saying ... With all those benefits, why do so many of us dread small talk?	6	2_google_4
16	wwg1wga	Nov 25 2017 Conversation etiquette basics to look like a distinguished gentleman If you don _t know the people you will be conversing with think about the things that will probably interest those Share them with us in the comments 	NONE	Nov 25, 2017 ... Conversation etiquette basics to look like a distinguished gentleman. ... If you don 't know the people you will be conversing with, think about the things that will  probably interest those .... Share them with us in the comments!	6	2_google_5
17	wwg1wga		NONE		6	2_google_6
18	wwg1wga	CST to EST time zones converter calculator table and map 6pm 9pm CST automatically adjusted to CDT time zone that is in use EDT EST Start EST starts annually the First Sunday of November at 2 00 AM local time and clocks are set Share to Email More AddThis Share options Number of shares Hide Show 	FAVOR	CST to EST time zones converter, calculator, table and map. ... 6pm. 9pm. CST  automatically adjusted to CDT time zone, that is in use. EDT/EST .... Start: EST  starts annually the First Sunday of November at 2:00 AM local time and clocks  are set ... Share to Email More AddThis Share options. , Number of shares. Hide.  Show.	20	3_google_1
19	wwg1wga	Quickly convert Eastern Standard Time EST to Greenwich Mean Time GMT with this easy to use modern time zone converter 	NONE	Quickly convert Eastern Standard Time (EST) to Greenwich Mean Time (GMT)  with this easy-to-use, modern time zone converter.	20	3_google_2
20	wwg1wga	1 am EST 12 pm EST This time zone converter lets you visually and very quickly convert EST to Portland Oregon time and vice versa 	FAVOR	1 am EST.  ... 12 pm EST.  ... This time zone converter lets you visually and very quickly convert EST to Portland, Oregon time and vice-versa.	20	3_google_3
21	wwg1wga	Michael Trimm Show publishes premium content You can subscribe to support their work and unlock exclusive content ANNOUNCEMENT Full show at 6PM EST today Make sure to subscribe and click on the notification bell to get notified when the show begins 	AGAINST	Michael Trimm Show publishes premium content. You can subscribe to support  their work and unlock exclusive content. ... ANNOUNCEMENT: Full show at 6PM  EST today. Make sure to subscribe and click on the notification bell to get notified  when the show begins. ... https://www.youtube.com/c/MichaelTrimmShow/live.	20	3_google_4
22	wwg1wga	EE Listings EE Rules Getting Started Build Your Either show your bush or shut the fuck up about it WarHound55 Does homeowners insurance cover lava eruptions or is there a special insurance for molten rock I still live in the mountains directly on top of the San Andreas Fault WWG1WGA 	NONE	EE Listings · EE Rules · Getting Started · Build Your ... Either show your bush or  shut the fuck up about it - WarHound55 ... Does homeowners insurance cover  lava eruptions, or is there a special insurance for molten rock? .... I still live in the  mountains, directly on top of the San Andreas Fault ..... WWG1WGA!	20	3_google_5
23	wwg1wga	B April 24 2018 7 22 pm EST Intel Alert Operation Disclosure GCR RV Intel Alert for We the USA do not want Iraq to continue this program rate need to ween you off the USD Tomorrow will start the week of financial inclusion in Iraq forward with a vote at 6pm to have a Go decision for this whole GCR to begin 	FAVOR	"B. April 24 2018 7:22 pm EST Intel Alert: Operation Disclosure GCR/RV Intel Alert  for .... We, the USA do not want Iraq to continue this program rate. . .need to ween  you off the USD. ... ""Tomorrow will start the week of financial inclusion in Iraq"" .....  forward with a vote at 6pm to have a Go decision for this whole GCR to begin."	20	3_google_6
24	wwg1wga	Rochester MN D Eastern Time US Canada kbrilondon kbrilondon Trading floor live scenes of interactive video Fox News The Laura Ingraham Show 9 to Noon ET http lauraingraham com tomdoorley tomdoorley When did Irish newspapers start using the word mull 	AGAINST	"Rochester, MN https://t.co/2vdrUHQBrD Eastern Time (US & Canada) .....  kbrilondon kbrilondon Trading floor live scenes @KBRILondon of interactive  video .... Fox News, The Laura Ingraham Show, 9 to Noon ET http:// lauraingraham.com. ...... tomdoorley tomdoorley When did Irish newspapers start  using the word ""mull""?"	20	3_google_7
25	wwg1wga	About to go Live with to share Labor_s view the Domain early 70s Trump will start the next World War Lu Canberra 12 16 2014 6 34 32 AM billionairesclub wwg1wga qanon qanons qanonpatriots qanon8chan auspol vicpol springst auspol greens greens live show political fracking time ert liberal 	AGAINST	About to go Live with @David_Speers to share Labor's view. ..... the Domain  early 70s Trump will start the next World War Lu Canberra 12/16/2014 6:34:32  AM ... billionairesclub wwg1wga qanon qanons qanonpatriots qanon8chan  auspol ... vicpol springst auspol greens greens live show political fracking time  export liberal ...	20	3_google_8
26	wwg1wga	Because we live in a reality of separation we often think we are speaking with Psychedelic Fever Vol 12 w Etnica vs Pleiadians Live by More to 	AGAINST	Because we live in a reality of separation, we often think we are speaking with ·  @rebecca. ... Psychedelic Fever Vol.12 w/ Etnica vs Pleiadians Live by. More to ...	20	3_google_9
27	wwg1wga	Watch what happened at 0 44 in _s broadcast Trump_s lawyer Bleeding Red LIVE 6pm EST on Twitter Periscope After receiving referral People started saying _got a problem tell Michelle_ Now I will bring the same MAGA Qanon KAG NXIVM WWG1WGA He was running the country 	AGAINST	Watch what happened at 0:44 in @Cernovich's broadcast: Trump's lawyer ...  Bleeding Red LIVE 6pm EST on Twitter & Periscope: After receiving referral ....  People started saying, 'got a problem tell Michelle' Now I will bring the same ..... # MAGA #Qanon @POTUS #KAG #NXIVM #WWG1WGA + He was running the  country.	20	3_google_10
28	wwg1wga	Well I hope they show their support voting Let_s lay it out there so we can start the wk square FRIDAY APRIL 13th 6pm will be interviewed live on Reach Out America Radio Rocky The Gonz Podcast FactNotFiction Use this WWG1WGA We will be on at our normal time of 6pm EST tonight 	AGAINST	Well, I hope they show their support voting. ... Let's lay it out there so we can start  the wk square. .... FRIDAY APRIL 13th 6pm @RealErinCruz will be interviewed  live on Reach Out America Radio Rocky & The Gonz Podcast #FactNotFiction  Use this ... #WWG1WGA .... We will be on at our normal time of 6pm EST tonight.	20	3_google_11
29	wwg1wga	florida English Eastern Time US Canada 4 00 8 Your data sales cash cow is going away and nobody will pay for shitty FB technology We had better start electing people to run our Government that have an interest in citizen Mark Robinson at Greensboro NC City Council on Gun Show 	AGAINST	florida English Eastern Time (US & Canada) (-4:00) 8年前 ... Your data sales  cash cow is going away and nobody will pay for shitty FB! thehill.com/policy/ technology/. ... We had better start electing people to run our Government that  have an interest in ..... citizen Mark Robinson at Greensboro NC City Council on  Gun Show ...	20	3_google_12
30	wwg1wga	Tonight sundaylineup 9 30PM EST Guest Author Charles J Jones The world we live in today I can_t tell you what to think all I know is I need you to just think TheOracle radio talk show on OnTheWakeUpRadio tonight Tuesday May 1st from 9pm to 10pm 4 29 7pm EST 4pm PST 5pm MST 6pm CST Sunday 	FAVOR	Tonight #sundaylineup 9:30PM EST Guest Author Charles J Jones .... The world  we live in today! I can't tell you what to think all I know is I need you to just think!  .... #TheOracle radio talk show on #OnTheWakeUpRadio tonight (Tuesday May  1st) from 9pm to 10pm. .... 4/29 7pm EST /4pm PST /5pm MST /6pm CST Sunday!	20	3_google_13
31	wwg1wga	IrishTimes Will Trump ever stop treating his presidency as a reality TV show Benny N from Israel is giving your Fuhrer the escalation he needs to start a war with Iran and bless him in his fight to MAGA WWG1WGA h5YOCtbkNB MAGA RALLY Elkhart Indiana getting ready to start at 7 PM eastern time 	FAVOR	IrishTimes: Will Trump ever stop treating his presidency as a reality-TV show .....  Benny N from Israel is giving your Fuhrer the escalation he needs to start a war  with Iran. .... and bless him in his fight to #MAGA #WWG1WGA https://t.co/ h5YOCtbkNB ... #MAGA RALLY Elkhart, Indiana getting ready to start at 7 PM  eastern time!	20	3_google_14
32	wwg1wga	Update added a button to switch from EST to local time qanonposts com There you can preview images download single images entire categories or all If it really is a live shot then I would think it has to be another city if he was running in place he_d show up as a particularly white dot WWG1WGA 591937 	FAVOR	Update added a button to switch from EST to local time : qanonposts.com ...  There you can preview images, download single images, entire categories, or all.  ..... If it really is a live shot, then I would think it has to be another city. ... -if he was  running in place he'd show up as a particularly white dot. ...... WWG1WGA.  591937 ...	20	3_google_15
33	wwg1wga	Apr 8 2018 34 minShow more Qanon ITS OVER OBAMA WILL DEFINITELY BE ARRESTED AFTER WHAT 	AGAINST	Apr 8, 2018 - 34 minShow more ... #Qanon: ITS OVER, OBAMA WILL DEFINITELY BE ARRESTED AFTER WHAT ...	20	3_google_16
34	wwg1wga	Capitol Institute Batch 86 Earth Neptune Uranus 	NONE	Capitol Institute Batch 86 - Earth, Neptune & Uranus.	20	3_google_17
35	wwg1wga	May 9 2018 As you can see Jones starts with Q but immediately shuts him down by saying But the definite last straw was listening to the live show one day and he so Right up there next to POTUS Q MUCH LOVE WWG1WGA calls so if you want to call in feel free to join me tonight at 6PM eastern time 	AGAINST	May 9, 2018 ... As you can see, Jones starts with Q but immediately shuts him down by saying  ...... But the definite last straw was listening to the live show one day and he so .....  Right up there next to POTUS & Q!! MUCH LOVE WWG1WGA ...... calls, so if you  want to call in, feel free to join me tonight at 6PM eastern time.	20	3_google_18
36	wwg1wga	If you do not know about Operation Mockingbird you need to start digging WATCH LIVE NOW 5pm Pacific 6pm Mountain 	FAVOR	If you do not know about Operation Mockingbird you need to start digging! ....  WATCH LIVE NOW : http://bit.ly/Trump-Russia-MoveOn 5pm Pacific, 6pm  Mountain, ...	20	3_google_19
37	wwg1wga	Also you can support this project by giving this video a thumbs up and then sharing Show more David Seaman LIVE at the White House Washington D C 	FAVOR	Also you can support this project by giving this video a thumbs up and then  sharing ... Show more ..... David Seaman LIVE at the White House Washington  D.C..	20	3_google_20
38	wwg1wga	RT QAnon RedPill VIDEO Today_s public comment at LACityCouncil FollowTheWhiteRabbit MAGA TheGreatAwakening Conspiracy Q WWG1WGA TheFloodIsComing trump DeepStatePanic RedPill maga TheGreatAwakening DrainTheSwamp 	AGAINST	RT @ZumaDoggShow: #QAnon #RedPill VIDEO: Today's public comment, at # LACityCouncil ... @NightScout086 @qanon76 #FollowTheWhiteRabbit #MAGA # TheGreatAwakening ... #Conspiracy #Q #WWG1WGA #TheFloodIsComing # trump #DeepStatePanic #RedPill #maga #TheGreatAwakening # DrainTheSwamp ...	8	4_google_1
39	wwg1wga	The latest Tweets from Drain the Swamp QAnon Liberalism is a mental disorder Q QAnon MegaAnon TheStorm FollowTheWhiteRabbit TheGreatAwakening Do you think SpyGate goes all the way up to Obama Donald J Trump Verified account May 23 More 	AGAINST	The latest Tweets from Drain the Swamp#QAnon (@ItsAngryBob). Liberalism  is a mental disorder. #Q #QAnon #MegaAnon #TheStorm # FollowTheWhiteRabbit #TheGreatAwakening. ... Do you think #SpyGate goes all  the way up to Obama? ..... Donald J. Trump Verified account @realDonaldTrump  May 23. More.	8	4_google_2
40	wwg1wga	I can_t believe I agree with HRC Qanon MAGA thegreatawakening ticktock followthewhiterabbit thestorm draintheswamp flyrothsfly uraniumone 	AGAINST	I can't believe I agree with HRC. #Qanon #MAGA #thegreatawakening #ticktock # followthewhiterabbit #thestorm #draintheswamp #flyrothsfly #uraniumone ...	8	4_google_3
41	wwg1wga	DrainTheSwamp is to aggregate serious topics on how to best defend campaigns against the Trump administration only meant to divide the people However do your best to save your spicy memes rants redpills and raves for other subs 	NONE	DrainTheSwamp is to aggregate serious topics on how to best defend ...  campaigns against the Trump administration only meant to divide the people ...  However, do your best to save your spicy memes, rants, redpills, and raves for  other subs.	8	4_google_4
42	wwg1wga	Apr 15 2018 QAnon WWG1WGA GreatAwakenening redpill TheStorm FollowTheWhiteRabbit DrainTheSwamp DeepStateinPanic DrainTheDeepState QAlert 4 22 18 This will be my THREAD for all QanonPosts for Sunday MAGA KAG TrumpTrain Trump RedWaveRising RedPill	AGAINST	Apr 15, 2018 ... #QAnon #WWG1WGA @POTUS #GreatAwakenening #redpill #TheStorm ... # FollowTheWhiteRabbit #DrainTheSwamp #DeepStateinPanic # DrainTheDeepState .... #QAlert 4/22/18 This will be my THREAD for all # QanonPosts for Sunday, ... #MAGA #KAG #TrumpTrain #Trump # RedWaveRising #RedPill	8	4_google_5
43	wwg1wga	Did you hear that all the Never My President population are refusing to take their tax cuts Because if POTUS endorsed him in 2020 I_d scream kick and cry all the way to the voting booth Now we know Rosenstein was in the meeting when Trump interviewed Mueller for FBI MAGA pic twitter com 0TtfZAAVBb 	AGAINST	Did you hear that all the Never My President population are refusing to take their  tax cuts .... Because if POTUS endorsed him in 2020, I'd scream, kick and cry all  the way to the voting booth!! ... Now we know #Rosenstein was in the meeting  when #Trump interviewed #Mueller for #FBI. .... #MAGA pic.twitter.com/ 0TtfZAAVBb.	8	4_google_6
44	wwg1wga	Because if POTUS endorsed him in 2020 I_d scream kick and cry all the way to Now we know Rosenstein was in the meeting when Trump interviewed clintonInitiative QAnon WWG1WGA Breadcrumbs MAGA WWG1WGA QAnon BreadCrumbs WeThePeople MAGA DrainTheDeepState I can_t wait to 	FAVOR	Because if POTUS endorsed him in 2020, I'd scream, kick and cry all the way to ...  Now we know #Rosenstein was in the meeting when #Trump interviewed ... # clintonInitiative #QAnon #WWG1WGA #Breadcrumbs .... #MAGA #WWG1WGA # QAnon #BreadCrumbs #WeThePeople #MAGA #DrainTheDeepState I can't wait  to ...	8	4_google_7
45	wwg1wga		NONE		8	4_google_8
46	qanon	2 days ago WHERE WE GO ONE WE GO ALL 5 5 thegreatawakening qanon thestorm ticktock Who is missing from the scheduled meeting [RR] Who is Ed O_ Callahan Acting [Ed] DECLAS_ Pain Enjoy the show qanon 	AGAINST	"2 days ago ... WHERE WE GO ONE WE GO ALL 5:5 #thegreatawakening #qanon #thestorm # ticktock .... Who is missing from the scheduled meeting? [RR] Who is Ed O' Callahan? ""Acting"" [Ed] DECLAS_ Pain. Enjoy the show. #qanon ..."	20	5_google_1
47	qanon	After the meeting it was announced that previously classified With rhetorical questions suggestions and clues Q Qanon Who is missing from the scheduled meeting [RR] Who is Ed O_Callahan RR_s departure means his right hand man Ed has to briefly assume the acting Deputy AG role 	AGAINST	"After the meeting, it was announced that previously classified... ... With rhetorical  questions, suggestions and clues Q (Qanon), .... Who is missing from the  scheduled meeting? [RR]. Who is Ed O'Callahan? ... RR's departure means his  right hand man (Ed) has to briefly assume the ""acting"" Deputy AG role."	20	5_google_2
48	qanon	3 days ago [RR] recuse fired who has direct oversight of Mueller Sessions Schneiderman removal enables Rudy to act May 4 QAnon Update Who is missing from the scheduled meeting [RR] Who is Ed O_Callahan Acting [Ed]	NONE	3 days ago ... [RR] recuse/fired who has direct oversight of Mueller? Sessions ... Schneiderman  removal enables Rudy to act? May 4. QAnon Update .... Who is missing from the  scheduled meeting? [RR] Who is Ed O'Callahan? “Acting” [Ed]	20	5_google_3
49	qanon	Who Is Missing From the Scheduled Meeting [RR] Who Is Ed O_Callahan Acting Tuesday May 22 2018 15 49 QAnon posting on qresearch afternoon 5 22 2018 [CNN] CNN is targeted but then so is McCabe for classified 	AGAINST	Who Is Missing From the Scheduled Meeting? [RR] Who Is Ed O'Callahan? “ Acting”. Tuesday, May 22, 2018 15:49 ... #QAnon posting on /qresearch/  afternoon 5/22/2018..[CNN] = CNN is targeted but then so is McCabe for  classified ...	20	5_google_4
50	qanon		NONE		20	5_google_5
51	qanon	2 days ago Who is missing from the scheduled meeting [RR] Who is Ed O_Callahan Acting [Ed] DECLAS_ Pain Enjoy the show Q Email ThisBlogThis 	AGAINST	"2 days ago ... Who is missing from the scheduled meeting? [RR] Who is Ed O'Callahan? ""Acting "" [Ed] DECLAS_ Pain. Enjoy the show. Q. Email ThisBlogThis!"	20	5_google_6
52	qanon	2 days ago Last post was simply for IDEN_reconf Who is missing from the scheduled meeting [RR] Who is Ed O_Callahan Acting [Ed] DECLAS_ Pain 	AGAINST	2 days ago ... Last post was simply for IDEN_reconf. Who is missing from the scheduled  meeting? [RR] Who is Ed O'Callahan? “Acting” [Ed] DECLAS_ Pain.	20	5_google_7
53	qanon	2 days ago 5 min Uploaded by WIDE AWAKEYour browser does not currently recognize any of the video formats available Click here to 	AGAINST	2 days ago - 5 min - Uploaded by WIDE AWAKEYour browser does not currently recognize any of the video formats available. Click here to ...	20	5_google_8
54	qanon	Who is missing from the scheduled meeting [RR] Who is Ed O_Callahan Acting [Ed]	AGAINST	"http://www.foxnews.com/politics/2018....html Who is missing from the scheduled  meeting? [RR] Who is Ed O'Callahan? ""Acting"" [Ed]"	20	5_google_9
55	qanon	2 days ago Who is missing from the scheduled meeting [ RR ] Who is Ed O_Callahan Acting [Ed] DECLAS_ Pain Enjoy the show Q 1438 Anonymous 	AGAINST	2 days ago ... Who is missing from the scheduled meeting? [ RR ] Who is Ed O'Callahan? “ Acting” [Ed] DECLAS_ Pain. Enjoy the show. Q. 1438. Anonymous ...	20	5_google_10
56	qanon	2 days ago A QAnon thread on who knows where the bodies are buried Who is missing from the scheduled meeting [ RR ] Who is Ed O_Callahan Acting Act of 1998 Brand_s temporary successor as the acting associate attorney 	AGAINST	2 days ago ... A QAnon thread on “who knows where the bodies are buried” ... Who is missing  from the scheduled meeting? [ RR ] Who is Ed O'Callahan? “Acting ... Act of 1998,  Brand's temporary successor as the “acting” associate attorney ...	20	5_google_11
57	qanon	1 day ago The FCC may act only when it has received documented evidence such as 1 A QAnon thread on Who knows where the bodies are buried Who is missing from the scheduled meeting [ RR ] Who is Ed O_Callahan 	AGAINST	"1 day ago ... “The FCC may act only when it has received documented evidence, such as ..... ( 1) A #QAnon thread on ""Who knows where the bodies are buried? ... Who is  missing from the scheduled meeting? [ RR ] Who is Ed O'Callahan?"	20	5_google_12
58	qanon	QAnon elucidates the real point of his mention of [CNN] being in the target box is missing from the scheduled meeting [RR] Who is Ed O_Callahan Acting 	AGAINST	"#QAnon elucidates the real point of his mention of [CNN] being in the target box:  .... is missing from the scheduled meeting? [RR] Who is Ed O'Callahan? ""Acting"""	20	5_google_13
59	qanon	2 days ago Who is missing from the scheduled meeting [ RR ] Who is Ed O_Callahan choose someone else to serve as the acting AAG on a temporary basis for up to 210 days the pool of individuals from which 	AGAINST	2 days ago ... Who is missing from the scheduled meeting? [ RR ] Who is Ed O'Callahan? ...  choose someone else to serve as the “acting” AAG on a temporary basis for up to  210 days; the pool of individuals from which ... https://qanon.pub/.	20	5_google_14
60	qanon	Mar 19 2018 2 minQAnon Treasonous Tarmac Meeting VIDEO Will Be Released Your browser does not 	AGAINST	Mar 19, 2018 - 2 minQAnon - Treasonous Tarmac Meeting VIDEO Will Be Released ... Your browser does not ...	20	5_google_15
61	qanon	Who is missing from the scheduled meeting [ RR ] Who is Ed O_Callahan Acting [Ed] DECLAS_ Pain Enjoy the show Q 	AGAINST	Who is missing from the scheduled meeting? [ RR ] Who is Ed O'Callahan? “ Acting” [Ed] DECLAS_ Pain. Enjoy the show. Q ...	20	5_google_16
62	qanon	 missing from the scheduled meeting [ RR ] Who is Ed O_Callahan Acting 	AGAINST	"... missing from the scheduled meeting? [ RR ] Who is Ed O'Callahan? ""Acting""  ...... https://www.nytimes.com/2018/04/06/opinion/qanon-trump-conspiracy-theory."	20	5_google_17
63	qanon	3 days ago Qanon has said in the past that Rod Rosenstein has problems Today we Who is missing from the scheduled meeting [RR] Who is Ed O_Callahan Looks like maybe Ed is also on the President_s list for acting AAG 	AGAINST	3 days ago ... Qanon has said in the past that Rod Rosenstein has problems. Today, we ... “” Who is missing from the scheduled meeting? [RR] Who is Ed O'Callahan? ...  Looks like, maybe, Ed is also on the President's list for “acting” AAG.	20	5_google_18
64	qanon	Jun 14 2017 President Trump at IMPORTANT Meeting with President Moon of South Korea in Oval Office May 22 2018 QAnon posting on qresearch this afternoon 5 22 2018 Who is missing from the scheduled meeting [RR] Who is Ed O_Callahan Acting Q CbboFOtcZs 05 22 18 Tue 16 29 23 fe402e 	FAVOR	"Jun 14, 2017 ... President Trump at IMPORTANT Meeting with President Moon of South Korea in  Oval Office May 22, 2018 .... #QAnon posting on /qresearch/ this afternoon 5/22/ 2018..Who is missing from the scheduled meeting? [RR] Who is Ed O'Callahan? "" Acting"" · ▷ Q !CbboFOtcZs 05/22/18 (Tue) 16:29:23 fe402e ..."	20	5_google_19
65	qanon	May 9 2018 31 min Uploaded by Total EclipseAn important issue has been taken care of A vital lifeline has been cut Let_s look at how 	AGAINST	May 9, 2018 - 31 min - Uploaded by Total EclipseAn important issue has been taken care of. A vital lifeline has been cut. Let's look at how ...	20	5_google_20
66	qanon	EST to CST time zones converter calculator table and map 6pm 9pm EST automatically adjusted to EDT time zone that is in use CDT CST Start EST starts annually the First Sunday of November at 2 00 AM local time and clocks are set Share to Email More AddThis Share options Number of shares Hide Show 	AGAINST	EST to CST time zones converter, calculator, table and map. ... 6pm. 9pm. EST  automatically adjusted to EDT time zone, that is in use. CDT/CST ... Start: EST  starts annually the First Sunday of November at 2:00 AM local time and clocks  are set .... Share to Email More AddThis Share options. , Number of shares. Hide.  Show.	20	6_google_1
67	qanon	Michael Trimm Show publishes premium content You can subscribe to support their work and unlock exclusive content ANNOUNCEMENT Full show at 6PM EST today Make sure to subscribe and click on the notification bell to get notified when the show begins 	AGAINST	Michael Trimm Show publishes premium content. You can subscribe to support  their work and unlock exclusive content. ... ANNOUNCEMENT: Full show at 6PM  EST today. Make sure to subscribe and click on the notification bell to get notified  when the show begins. ... https://www.youtube.com/c/MichaelTrimmShow/live.	20	6_google_2
68	qanon	The Time Zone Converter converts times instantly as you type Convert between major world cities countries and timezones in both directions 	NONE	The Time Zone Converter converts times instantly as you type. Convert between  major world cities, countries and timezones in both directions.	20	6_google_3
69	qanon	Quickly convert Eastern Standard Time EST to time in Portland Oregon with this easy to use modern time zone converter 	FAVOR	Quickly convert Eastern Standard Time (EST) to time in Portland, Oregon with this  easy-to-use, modern time zone converter.	20	6_google_4
70	qanon	Soon the denizens of pol began using the moniker Q as a means of We show these to Q so he confirms it at least it was the first way to confirm Drumstick and Wishbone will live out their days in the beautiful Blue Ridge will be arrested between 7 45 AM 8 30 AM EST on Monday the morning on Oct 30 2017 	AGAINST	"Soon the denizens of /pol/ began using the moniker ""Q"" as a means of ... We  show these to Q so he confirms it {at least it was the first way to confirm ...  Drumstick and Wishbone will live out their days in the beautiful Blue Ridge .....  will be arrested between 7:45 AM -8:30 AM EST on Monday-the morning on Oct  30,2017."	20	6_google_5
71	qanon	MAGA TRUMP2020 QANON InternetBillOfRights Truthisviral 2ndAmendment Freedom WWG1WGA In Syria LIVE M F 3pm 6pm central at WarRoom NoWarWithSyria ET to discuss QAnon posts and developments as TRUMP COUNTERATTACK STARTS He will not fail 	AGAINST	#MAGA #TRUMP2020 #QANON #InternetBillOfRights #Truthisviral # 2ndAmendment #Freedom #WWG1WGA. ... In Syria LIVE M-F 3pm-6pm central  at: http://infowars.com/show << #WarRoom #NoWarWithSyria ... ET to discuss # QAnon posts and developments as TRUMP COUNTERATTACK STARTS .... He  will not fail.	20	6_google_6
72	qanon	Live From Aliseo Viejo California Another Great City Council Is Going To Vote For the respect of my followers this is all I can show because at one point she is QAnon KAG CaravanOfIllegalls Caravan RealNews WWG1WGA with Prayer to God at 8pm EST 7pm CST 6pm MST 5pm PST for 2 minutes 	AGAINST	Live From Aliseo Viejo California Another Great City Council Is Going To Vote  ..... For the respect of my followers, this is all I can show because at one point she  is ... #QAnon #KAG #CaravanOfIllegalls #Caravan #RealNews #WWG1WGA ....  with Prayer to God at 8pm EST/7pm CST/6pm MST/5pm PST for 2 minutes.	20	6_google_7
