ID	Target	Tweet	Stance	Date	Origin
997851046453174272	sanctuarycities;illegalimmigration;trump	Cuidado   o algn da te vas a encontrar en esta posicin racistbarbie ilovenewyork SanctuaryCities	FAVOR	2018-05-19 10:46:43	Cuidado @TomiLahren, o algún día te vas a encontrar en esta posición https://www.gq.com/story/aaron-schlossberg-did-this-to-himself … #racistbarbie #ilovenewyork #SanctuaryCities
997679362705997824	sanctuarycities;illegalimmigration;trump	Former CO Gov Democrat Dick Lamm_s  Plan to Destroy America  MultiCulturalism OpenBorders IllegalImmigration YouTube  Speech text  h t Audio link via h t    	AGAINST	2018-05-18 23:24:30	"Former CO Gov Democrat Dick Lamm's ""Plan to Destroy America"" #MultiCulturalism #OpenBorders #IllegalImmigration YouTube: https://www.youtube.com/watch?v=oLRaKNohf0Y … Speech text: http://michellemalkin.com/2008/02/09/i-have-a-plan-to-destroy-america-by-richard-d-lamm/ … h/t @michellemalkin Audio link via @marklevinshow h/t @FAIRImmigrationhttp://www.marklevinshow.com/2017/01/30/former-dem-gov-dick-lamm-on-how-to-destroy-america-2/ …"
997679144921018368	sanctuarycities;illegalimmigration;trump	Former CO Gov Democrat Dick Lamm_s  Plan to Destroy America  MultiCulturalism OpenBorders IllegalImmigration YouTube  Speech text  h t Audio link via h t	AGAINST	2018-05-18 23:23:38	"Former CO Gov Democrat Dick Lamm's ""Plan to Destroy America"" #MultiCulturalism #OpenBorders #IllegalImmigration YouTube: https://www.youtube.com/watch?v=oLRaKNohf0Y … Speech text: http://michellemalkin.com/2008/02/09/i-have-a-plan-to-destroy-america-by-richard-d-lamm/ … h/t @michellemalkin Audio link via @marklevinshow h/t @FAIRImmigration http://www.marklevinshow.com/2017/01/30/former-dem-gov-dick-lamm-on-how-to-destroy-america-2/ …"
997500175362019328	sanctuarycities;illegalimmigration;trump	Retweeted Liberty Squared     Westminster TakeBackCalifornia SanctuaryState SanctuaryCities sb54 ad72	AGAINST	2018-05-18 11:32:29	Retweeted Liberty Squared (@Liberty_BTD):  #Westminster @TylerDiep #TakeBackCalifornia #SanctuaryState #SanctuaryCities #sb54 #ad72 pic.twitter.com/XaLRo2fTFS https://twitter.com/Liberty_BTD/status/996719191192424448/video/1?utm_source=fb&utm_medium=fb&utm_campaign=billyboblee310&utm_content=997500148895789056 …
997498450622238722	sanctuarycities;illegalimmigration;trump	IllegalImmigration 8	AGAINST	2018-05-18 11:25:37	#IllegalImmigration pic.twitter.com/gzQaVjQ6q8
997391953552592896	sanctuarycities;illegalimmigration;trump	Video completo de Trump refirindose a los  MS13Animals de Sanctuarycities Q son liberados en nuestras calles a seguir delinquiendoNo lo editado por Univision34LA ohWait Pregunta34 se puede creer Q protegercriminalsest bien 	FAVOR	2018-05-18 04:22:27	Video completo de @POTUS #Trump refiriéndose a los-#MS13Animals de #Sanctuarycities-Q-son liberados en nuestras calles a seguir delinquiendoNo lo editado por #Univision34LA #ohWait #Pregunta34 se puede creer-Q-protegercriminalsestá bien?pic.twitter.com/TaIuZb6CcS
997344634895519744	sanctuarycities;illegalimmigration;trump	  Vrouwen en kinderen eerst   is in die cultuur toch compleet verschillend IllegalImmigration Palestinahttp   	AGAINST	2018-05-18 01:14:25	""" Vrouwen en kinderen eerst "" is in die cultuur toch compleet verschillend #IllegalImmigration #Palestinahttp://www.nieuwsblad.be/cnt/dmf20180517_03518762 …"
997308608458129408	sanctuarycities;illegalimmigration;trump	DHS Says Cities Hid 142 Suspected Gang Members From Deportation   Breitbart SanctuaryCities	AGAINST	2018-05-17 22:51:16	DHS Says Cities Hid 142 Suspected Gang Members From Deportation | Breitbart #SanctuaryCities http://pegida.trendolizer.com/2018/05/dhs-says-cities-hid-142-suspected-gang-members-from-deportation-breitbart.html …pic.twitter.com/HBvDZcB3TP
997232805640785921	sanctuarycities;illegalimmigration;trump	cc  SanctuaryCities	AGAINST	2018-05-17 17:50:03	cc:  @GavinNewsom #SanctuaryCities https://twitter.com/uncle_jimbo/status/997087939292205056 …
997175968497389568	sanctuarycities;illegalimmigration;trump	ALERT    Fake News powered by The misleading video has been viewed more than 2 6 million times in less than 24 hours SanctuaryCities	AGAINST	2018-05-17 14:04:12	ALERT!!! Fake News powered @cspanBroadcasted by @NBCNews @CBSNews @nytimes @abcnews @cnn The misleading video has been viewed more than 2.6 million times in less than 24 hours  @verified @TwitterSupport @TwitterVideo @FactCheck @factcheckdotorg  #SanctuaryCities #FakeNewsMediapic.twitter.com/cBV5Nkbtvw
997175948125593600	sanctuarycities;illegalimmigration;trump	ALERT Fake News powered by by The misleading video has been viewed more than 2 6 million times in less than 24 hours SanctuaryCities	AGAINST	2018-05-17 14:04:07	ALERT!Fake News powered by @cspanBroadcasted by @NBCNews @CBSNews @nytimes @abcnews @cnn The misleading video has been viewed more than 2.6 million times in less than 24 hours  @verified @TwitterSupport @TwitterVideo @FactCheck @factcheckdotorg  #SanctuaryCities #FakeNewsMediapic.twitter.com/hA80keLyqt
997168098498166784	sanctuarycities;illegalimmigration;trump	Why I heart Oakland SanctuaryCities california MayorLibbySchaaf WeAreAllImmigrants	AGAINST	2018-05-17 13:32:55	Why I heart #Oakland  https://www.theguardian.com/us-news/2018/may/16/california-sanctuary-city-laws-donald-trump-attack … #SanctuaryCities #california #MayorLibbySchaaf #WeAreAllImmigrants
997086824886689792	sanctuarycities;illegalimmigration;trump	Maar Gaza is belangrijker poco IllegalImmigration	AGAINST	2018-05-17 08:09:58	Maar Gaza is belangrijker #poco #IllegalImmigration https://sceptr.net/2017/12/zweedse-topprocureur-migrantenwijk-bijna-oorlogsgebied/#.Wvx4Pp4-B1E.twitter …
997082337040044032	sanctuarycities;illegalimmigration;trump	Sanctuarycities  2 2 	AGAINST	2018-05-17 07:52:08	#Sanctuarycities (2/2) pic.twitter.com/nC1eSBZM1G
997073764058775552	sanctuarycities;illegalimmigration;trump	The Real  Sharing  Economy Crisis  California Sees 45  Spike In STDs Over 5 Years   Zero Hedge California SanctuaryCities DrainTheSwamp	AGAINST	2018-05-17 07:18:04	"The Real ""Sharing"" Economy Crisis: California Sees 45% Spike In STDs Over 5 Years | Zero Hedge https://www.zerohedge.com/news/2018-05-16/real-sharing-economy-crisis-california-sees-45-spike-stds-over-5-years … #California #SanctuaryCities #DrainTheSwamp"
997071270121369600	sanctuarycities;illegalimmigration;trump	Aloe Blacc   Wake Me Up  Official  via SanctuaryCities	FAVOR	2018-05-17 07:08:10	Aloe Blacc - Wake Me Up (Official) https://youtu.be/M_o6axAseak  via @YouTube #SanctuaryCities
997064498124152832	sanctuarycities;illegalimmigration;trump	Dear Trump Supporters  Trump_s golfing has cost 28 times more than the Mueller Investigation  Trump Golf   83 000 000Mueller Investigation   7 300 000 Sincerely 80  of America ThursdayThoughts TrumpRussia DrainTheSwamp MAGA SanctuaryCities NetNeutrality	AGAINST	2018-05-17 06:41:15	Dear Trump Supporters, Trump's golfing has cost 28 times more than the Mueller Investigation. Trump Golf: $83,000,000Mueller Investigation: $7,300,000 Sincerely,80% of America  #ThursdayThoughts #TrumpRussia #DrainTheSwamp #MAGA #SanctuaryCities #NetNeutrality
997007880124616704	sanctuarycities;illegalimmigration;trump	Woops  I caught one    Nonsense FallenKingdom GU FallenLegion FakeNews AI gamedevelopment SanctuaryCities SciPy2018 Resistance BigData BlueberryLovin TeamBlueberry     blockchain BlueWave2018 Cybersecurity SkepKon Skeptic101   GU onsense GUtheory com  	AGAINST	2018-05-17 02:56:16	Woops! I caught one...   #Nonsense #FallenKingdom  #GU  #FallenLegion #FakeNews #AI  #gamedevelopment #SanctuaryCities #SciPy2018 #Resistance #BigData #BlueberryLovin #TeamBlueberry!..?  #blockchain #BlueWave2018 #Cybersecurity #SkepKon #Skeptic101?!  #GU #onsense #GUtheory.com!!
996988681310351361	sanctuarycities;illegalimmigration;trump	SanctuaryCities ms animal que t no creo 	AGAINST	2018-05-17 01:39:59	#SanctuaryCities más animal que tú no creo,
996980750690979840	sanctuarycities;illegalimmigration;trump	SanctuaryCities ne demek anlatrmsnz makale mention vs herey olur teekkrler	AGAINST	2018-05-17 01:08:28	@amerikabulteni #SanctuaryCities ne demek anlatırmısınız makale mention vs herşey olur teşekkürler
996947397879259138	sanctuarycities;illegalimmigration;trump	60 000 illegal immigrant prisoners x  32 000 average cost of prisoner per year   a total of  1 920 000 000 per year  illegalalien IllegalImmigration IllegalAlienshttps   	AGAINST	2018-05-16 22:55:56	60,000 illegal immigrant prisoners x $32,000 average cost of prisoner per year =  a total of $1,920,000,000 per year.  #illegalalien #IllegalImmigration #IllegalAlienshttps://twitter.com/GartrellLinda/status/944665189059907584 …
996880036824338437	sanctuarycities;illegalimmigration;trump	SanctuaryCities 8	AGAINST	2018-05-16 18:28:16	#SanctuaryCities #Immigrationpic.twitter.com/ZwgPTSzkz8
996860579628441600	sanctuarycities;illegalimmigration;trump	El loco Trump durante la mesa redonda de la SanctuaryCities en California   Estas no son personas  son animales   HDP	FAVOR	2018-05-16 17:10:57	"El loco Trump durante la mesa redonda de la #SanctuaryCities en California: ""Estas no son personas, son animales "".HDP https://twitter.com/cspan/status/996845374819192833 …"
996859754420064256	sanctuarycities;illegalimmigration;trump	Disgusting  45 SanctuaryCities	AGAINST	2018-05-16 17:07:40	Disgusting. #45 #SanctuaryCities https://twitter.com/cspan/status/996845374819192833 …
996772814555435008	sanctuarycities;illegalimmigration;trump	Retweeted Liberty Squared     Westminster TakeBackCalifornia SanctuaryState SanctuaryCities sb54 ad72 d	AGAINST	2018-05-16 11:22:12	Retweeted Liberty Squared (@Liberty_BTD):  #Westminster @TylerDiep #TakeBackCalifornia #SanctuaryState #SanctuaryCities #sb54 #ad72 pic.twitter.com/DVjG61SiMd https://twitter.com/Liberty_BTD/status/996719191192424448/video/1?utm_source=fb&utm_medium=fb&utm_campaign=RandorNoOne&utm_content=996772796222001153 …
996771563134431232	sanctuarycities;illegalimmigration;trump	Deportation Bus Tour Athens GA 4 00 pm TODAY  706  208 0304   1 800 333 9566 to complain   come protest  BlueWave DemForce GA10 Resistance VoteBlue TrumpRussia UGA CNN MSNBC DACA SanctuaryCities u	AGAINST	2018-05-16 11:17:14	Deportation Bus Tour Athens GA @CrackerBarrel 4:00 pm TODAY (706) 208-0304 / 1-800-333-9566 to complain & come protest! #BlueWave #DemForce #GA10 #Resistance #VoteBlue #TrumpRussia #UGA #CNN @CNNPolitics @ALTdistrict10GA #MSNBC #DACA #SanctuaryCities @AVoiceForAllGA #Indivisiblepic.twitter.com/UOUuHoiKxu
996666627801387008	sanctuarycities;illegalimmigration;trump	PresidentTrump JeffSessions DOJ   California CAgov CAAG SanctuaryState LibbySchaaf Lawlessness   AVIAC c	AGAINST	2018-05-16 04:20:15	#PresidentTrump #JeffSessions #DOJ | #California #CAgov #CAAG #SanctuaryState #LibbySchaaf #Lawlessness | #AVIAC https://twitter.com/esaagar/status/996491736376627201 …pic.twitter.com/JUZhkY70Pc
996594112873795584	sanctuarycities;illegalimmigration;trump	Retweeted Liberty Squared     doingwhatisright TakeBackCalifornia SanctuaryCities sb54 tylerdiep ad72 IllegalImmigration Constitutionhttps   	AGAINST	2018-05-15 23:32:06	Retweeted Liberty Squared (@Liberty_BTD):  #doingwhatisright #TakeBackCalifornia  #SanctuaryCities  #sb54 #tylerdiep #ad72 #IllegalImmigration  #Constitutionhttps://youtu.be/Mx9M_FFEiWs 
996590074111414273	sanctuarycities;illegalimmigration;trump	Mjico Sudamerica Planee en Ilegals IllegalImmigration Trayendo a tus hijos  Preprate para separarte  No va a ser agradable si tratas de cruzar  Las ruedas estn en movimiento para hacer cambios serios en el futuro en 2018  AmericaFirst ByTheLawOrNotAtAll  MAGA	AGAINST	2018-05-15 23:16:04	#Méjico #Sudamerica Planee en #Ilegals #IllegalImmigration?Trayendo a tus hijos? Prepárate para separarte. No va a ser agradable si tratas de cruzar. Las ruedas están en movimiento para hacer cambios serios en el futuro en 2018.  #AmericaFirst #ByTheLawOrNotAtAll!  #MAGA
