ID	Target	Tweet	Stance	Origin	Total	Origin_ID
12	wherearethechildren	2 days ago Alyssa Milano says U S policy of separating children from their families at the My Saturday suggestion is reading WhereAreTheChildren news stories Do we want our country to use emotional torture for border control 	AGAINST	2 days ago ... Alyssa Milano says U.S. policy of separating children from their families at the ... “ My Saturday suggestion is reading #WhereAreTheChildren news stories. ... Do  we want our country to use emotional torture for border control?	20	0_google_12
13	wherearethechildren	2 days ago The HHS admission that it didn_t know where some of the children were its own borders it will have a very hard time doing it anywhere else 	AGAINST	2 days ago ... The HHS admission that it didn't know where some of the children were ... its own  borders, it will have a very hard time doing it anywhere else.	20	0_google_13
14	wherearethechildren	of women and children Although he remembers little of the story he can still vividly hear the narrator in the voice of a hysterical woman yelling Where are the 	AGAINST	of women and children. Although he remembers little of the story, he can still  vividly hear the narrator, in the voice of a hysterical woman, yelling, “Where are  the ...	20	0_google_14
15	wherearethechildren	19 hours ago Federal officials have lost track of nearly 1500 children but those to hashtags like WhereAreTheChildren and claims that children are being 	AGAINST	19 hours ago ... Federal officials have lost track of nearly 1500 children, but those ... to hashtags  like #WhereAreTheChildren and claims that children are being ...	20	0_google_15
16	wherearethechildren	It seems some of Mary_s books can be dark and creepy similar to Stephen King where are the children is a book about Nancy Harmon and her past she was 	AGAINST	It seems some of Mary's books can be dark and creepy, similar to Stephen King  ...... where are the children is a book about Nancy Harmon and her past she was  ...	20	0_google_16
17	wherearethechildren	 Themes Reconciliation Division K Grade 5 Grades 6 8 Available in English French Check out the website Share 	AGAINST	... Themes: Reconciliation; Division: K-Grade 5, Grades 6-8; Available in: English,  French. Check out the website: http://www.wherearethechildren.ca/ · Share.	20	0_google_17
18	wherearethechildren	2 days ago To a country where you hope that you can escape violence or dream of a future where your child can get an education a job a house with a 	AGAINST	2 days ago ... To a country where you hope that you can escape violence or dream of a future  where your child can get an education, a job, a house with a ...	20	0_google_18
19	wherearethechildren	Where Are the Children is a 1986 film based on the novel of the same name by Mary Higgins Much to the District Attorney_s dismay Nancy can_t be put back on trial because key witness Rob Legler has left the country And Nancy_s husband 	AGAINST	Where Are the Children? is a 1986 film based on the novel of the same name by  Mary Higgins ... Much to the District Attorney's dismay, Nancy can't be put back on  trial because key witness Rob Legler has left the country. And Nancy's husband ...	20	0_google_19
20	wherearethechildren	I have gotten another one of her books The cradle will fall which I also read On her birthday Nancy Harmon_s children disappear later to be washed up on the 	AGAINST	I have gotten another one of her books The cradle will fall which I also read ... On  her birthday, Nancy Harmon's children disappear, later to be washed up on the ...	20	0_google_20
21	wherearethechildren	Embed Tweet 1475LostChildren I don_t know where to start but I feel helpless please feel free to add any orgs or ideas 1 Does anyone know if ICE keeps recs of the families deported 2 STFU Dotard We_re asking you right now WhereAreTheChildren And take a look at what the hell you_ve allowed to happen 	AGAINST	Embed Tweet. #1475LostChildren I don't know where to start but I feel helpless!  please feel free to add any orgs or ideas. 1. Does anyone know if ICE keeps recs  of the families deported? 2. .... STFU, #Dotard! We're asking you, right now, # WhereAreTheChildren! And take a look at what the hell you've allowed to happen !	7	1_google_1
22	wherearethechildren	2 days ago Do the math kids Blames others for it WhereAreTheChildren Trump is going to prison It_s still only I really hope he does go to prison 	AGAINST	2 days ago ... Do the math. .... kids - Blames others for it - #WhereAreTheChildren - Trump is  going to prison - It's still only ... I really hope he does go to prison.	7	1_google_2
23	wherearethechildren	2 days ago Also why did the Administration lose track of over 1 475 children WhereAreTheChildren It_s hard to fathom that anything like this can happen in America Never in my life have I thought the Dotard administration would cover up the 1475LostChildren and the crimes committed by ICEstapo 	AGAINST	2 days ago ... Also, why did the Administration lose track of over 1,475 children .... # WhereAreTheChildren ... It's hard to fathom that anything like this can happen in  America. ..... Never in my life have I thought the #Dotard administration would  cover up the #1475LostChildren and the crimes committed by #ICEstapo.	7	1_google_3
24	wherearethechildren	Trump knows this is a potential outcome and he is separating immigrant children from their parents anyway This is what happens when you dehumanize people when Trump calls them wherearethechildren 16 8 1475lostchildren 	AGAINST	Trump knows this is a potential outcome and he is separating immigrant children  from their parents anyway. This is what happens when you dehumanize people,  when Trump calls them ... #wherearethechildren. 16.8%. #1475lostchildren.	7	1_google_4
25	wherearethechildren	I just hope Dotard will be tried at TheHague for the 1475LostChildren A war criminal he is We_re asking you right now WhereAreTheChildren And take a look at what the hell you_ve allowed to happen One of your ICEstapo agents 	AGAINST	I just hope #Dotard will be tried at #TheHague for the #1475LostChildren. A war  criminal he is. ... We're asking you, right now, #WhereAreTheChildren! And take a  look at what the hell you've allowed to happen! One of your #ICEstapo agents ...	7	1_google_5
26	wherearethechildren	Indivisible Berks is a citizen activist group dedicated to ensuring that our elected officials Are you quaking with rage over the 1 475 LOST CHILDREN 	AGAINST	Indivisible Berks is a citizen activist group dedicated to ensuring that our elected  officials ... Are you quaking with rage over the 1,475 LOST CHILDREN?	7	1_google_6
27	wherearethechildren		NONE		7	1_google_7
